"sat","tothrs","hsize","hsrank","hsperc","colgpa","athlete","female","white","black","gpaletter"
1130,18,2.8900001,3,1.038,3.6099999,"FALSE","FALSE","TRUE","FALSE","A"
1280,18,2.8900001,11,3.806,3.22,"FALSE","FALSE","TRUE","FALSE","B"
970,15,2.8900001,50,17.301,2.8599999,"FALSE","FALSE","TRUE","FALSE","B"
830,41,2.45,73,29.796,2.02,"TRUE","FALSE","TRUE","FALSE","C"
1000,101,2.6300001,46,17.49,2.71,"FALSE","TRUE","TRUE","FALSE","B"
870,46,2.52,25,9.921,2.8199999,"FALSE","TRUE","TRUE","FALSE","B"
1020,88,3.05,19,6.23,2.28,"FALSE","FALSE","TRUE","FALSE","C"
1190,15,2.8900001,7,2.422,4,"FALSE","FALSE","TRUE","FALSE","A"
900,46,3.05,18,5.902,3.1300001,"FALSE","TRUE","TRUE","FALSE","B"
1100,45,2.52,22,8.73,2.46,"FALSE","FALSE","TRUE","FALSE","C"
780,20,2.8900001,87,30.104,1.95,"FALSE","FALSE","TRUE","FALSE","C"
870,42,2.52,40,15.873,2.47,"FALSE","TRUE","TRUE","FALSE","C"
1130,52,2.6199999,90,34.351,1.71,"FALSE","FALSE","TRUE","FALSE","C"
1020,15,2.75,96,34.909,2,"FALSE","FALSE","TRUE","FALSE","C"
990,81,2.5,25,10,2.6900001,"FALSE","FALSE","TRUE","FALSE","B"
1030,32,2.28,3,1.316,3.46,"FALSE","TRUE","FALSE","FALSE","B"
970,117,2.52,12,4.762,2.47,"FALSE","TRUE","TRUE","FALSE","C"
1170,76,2.5,34,13.6,2.51,"FALSE","FALSE","TRUE","FALSE","B"
1060,111,2.52,19,7.54,2.8499999,"FALSE","FALSE","TRUE","FALSE","B"
1120,110,2.52,15,5.952,2.5799999,"FALSE","FALSE","TRUE","FALSE","B"
820,14,2.75,78,28.364,1.85,"FALSE","TRUE","TRUE","FALSE","C"
860,13,2.75,49,17.818,2.3800001,"FALSE","TRUE","TRUE","FALSE","C"
980,47,2.28,12,5.263,2.78,"FALSE","TRUE","TRUE","FALSE","B"
1100,81,2.5,6,2.4,3.54,"FALSE","FALSE","TRUE","FALSE","A"
1140,90,2.5,9,3.6,3.73,"FALSE","FALSE","TRUE","FALSE","A"
950,15,2.75,23,8.364,1.86,"FALSE","TRUE","TRUE","FALSE","C"
1040,100,2.52,7,2.778,2.23,"FALSE","TRUE","TRUE","FALSE","C"
820,16,2.75,45,16.364,2.25,"FALSE","TRUE","TRUE","FALSE","C"
1060,47,2.28,6,2.632,3.51,"FALSE","TRUE","TRUE","FALSE","A"
880,16,2.75,83,30.182,2.5599999,"FALSE","TRUE","TRUE","FALSE","B"
1340,109,2.52,1,0.397,3.4400001,"FALSE","TRUE","TRUE","FALSE","B"
1060,43,2.28,58,25.439,2.1800001,"FALSE","FALSE","TRUE","FALSE","C"
1050,39,2.28,26,11.404,2.74,"FALSE","FALSE","TRUE","FALSE","B"
1080,16,2.75,21,7.636,3.3099999,"FALSE","FALSE","TRUE","FALSE","B"
990,43,2.28,36,15.789,2.1800001,"FALSE","FALSE","TRUE","FALSE","C"
920,15,2.75,39,14.182,2.8,"FALSE","TRUE","TRUE","FALSE","B"
1050,42,2.28,84,36.842,2.21,"FALSE","FALSE","TRUE","FALSE","C"
720,102,2.46,13,5.285,2.0799999,"FALSE","TRUE","FALSE","TRUE","C"
770,75,2.5699999,26,10.117,2.22,"FALSE","FALSE","FALSE","TRUE","C"
1190,17,1.96,6,3.061,2.4100001,"FALSE","FALSE","FALSE","TRUE","C"
870,124,1.5,34,22.667,2.5799999,"FALSE","FALSE","TRUE","FALSE","B"
1140,82,1.86,7,3.763,3.79,"FALSE","FALSE","TRUE","FALSE","A"
1040,15,2.3800001,11,4.622,3.0599999,"FALSE","TRUE","TRUE","FALSE","B"
1050,15,2.3800001,31,13.025,2.46,"FALSE","FALSE","TRUE","FALSE","C"
1320,17,2.3800001,1,0.42,4,"FALSE","FALSE","TRUE","FALSE","A"
850,47,1.89,28,14.815,2.6300001,"FALSE","TRUE","TRUE","FALSE","B"
950,103,1.48,18,12.162,2.53,"TRUE","FALSE","TRUE","FALSE","B"
1100,116,1.48,46,31.081,3.1600001,"FALSE","FALSE","TRUE","FALSE","B"
1290,15,2.3800001,6,2.521,4,"FALSE","FALSE","TRUE","FALSE","A"
960,113,1.48,4,2.703,2.95,"FALSE","TRUE","TRUE","FALSE","B"
1050,13,2.3800001,41,17.227,1.76,"FALSE","FALSE","TRUE","FALSE","C"
890,44,1.89,39,20.635,2.8599999,"FALSE","TRUE","TRUE","FALSE","B"
1020,78,1.78,35,19.663,2.5699999,"FALSE","FALSE","TRUE","FALSE","B"
1110,74,1.78,12,6.742,2.21,"FALSE","FALSE","TRUE","FALSE","C"
960,19,2.3800001,38,15.966,2.21,"FALSE","TRUE","TRUE","FALSE","C"
930,14,2.3800001,98,41.176,2.71,"FALSE","FALSE","TRUE","FALSE","B"
1190,46,1.89,7,3.704,2.8199999,"FALSE","TRUE","TRUE","FALSE","B"
980,13,2.3800001,46,19.328,2.76,"TRUE","FALSE","TRUE","FALSE","B"
1230,17,2.3800001,5,2.101,4,"FALSE","FALSE","TRUE","FALSE","A"
940,17,2.3800001,36,15.126,2.52,"FALSE","FALSE","TRUE","FALSE","B"
1040,43,1.89,63,33.333,3.1600001,"FALSE","FALSE","TRUE","FALSE","B"
960,75,1.5,8,5.333,3.3199999,"FALSE","FALSE","TRUE","FALSE","B"
1060,108,1.5,35,23.333,2.3599999,"FALSE","FALSE","TRUE","FALSE","C"
1280,17,2.3800001,17,7.143,3.47,"FALSE","FALSE","TRUE","FALSE","B"
1340,17,2.3800001,8,3.361,4,"FALSE","FALSE","TRUE","FALSE","A"
1050,85,1.78,34,19.101,1.77,"FALSE","FALSE","TRUE","FALSE","C"
1100,47,1.89,24,12.698,2.3099999,"FALSE","FALSE","TRUE","FALSE","C"
980,15,2.3800001,10,4.202,3.73,"FALSE","TRUE","TRUE","FALSE","A"
1130,49,1.89,10,5.291,2.9100001,"FALSE","FALSE","TRUE","FALSE","B"
1140,83,0.63,3,4.762,2.6199999,"FALSE","TRUE","TRUE","FALSE","B"
1000,11,0.23,9,39.13,2.3599999,"FALSE","FALSE","TRUE","FALSE","C"
1060,17,0.23,7,30.435,1.05,"FALSE","FALSE","TRUE","FALSE","D"
1190,73,4.9400001,9,1.822,3.5599999,"FALSE","FALSE","TRUE","FALSE","A"
1090,47,3.96,18,4.545,2.72,"FALSE","TRUE","TRUE","FALSE","B"
1020,95,5.3400002,165,30.899,1.92,"TRUE","FALSE","FALSE","TRUE","C"
880,78,4.0100002,27,6.733,2.2,"FALSE","TRUE","TRUE","FALSE","C"
1020,42,3.96,33,8.333,1.92,"FALSE","FALSE","FALSE","TRUE","C"
1010,43,3.96,37,9.343,1.53,"FALSE","TRUE","FALSE","TRUE","C"
1210,68,4.0900002,5,1.222,3.72,"FALSE","FALSE","TRUE","FALSE","A"
820,60,4.3400002,59,13.594,2.3599999,"FALSE","TRUE","TRUE","FALSE","C"
880,15,4.1300001,53,12.833,0.52999997,"FALSE","FALSE","TRUE","FALSE","D"
1010,13,4.1300001,49,11.864,2.6099999,"FALSE","TRUE","TRUE","FALSE","B"
1240,92,4.0900002,25,6.112,2.5699999,"FALSE","FALSE","FALSE","TRUE","B"
890,18,4.1300001,94,22.76,1.61,"FALSE","TRUE","TRUE","FALSE","C"
960,20,4.1300001,123,29.782,1.6,"FALSE","FALSE","TRUE","FALSE","C"
1140,48,3.96,9,2.273,3.04,"FALSE","TRUE","TRUE","FALSE","B"
900,90,4.0100002,77,19.202,3.0599999,"FALSE","TRUE","TRUE","FALSE","B"
950,113,4.0900002,14,3.423,3.55,"FALSE","TRUE","TRUE","FALSE","A"
910,104,4.0900002,45,11.002,3.6099999,"FALSE","TRUE","TRUE","FALSE","A"
1150,79,4.0900002,16,3.912,2.9400001,"FALSE","TRUE","FALSE","TRUE","B"
1030,18,4.1300001,52,12.591,2.1099999,"FALSE","FALSE","TRUE","FALSE","C"
1070,17,4.1300001,36,8.717,2,"FALSE","FALSE","TRUE","FALSE","C"
850,14,4.1300001,183,44.31,1.28,"FALSE","FALSE","TRUE","FALSE","D"
960,99,4.0900002,40,9.78,1.92,"FALSE","FALSE","TRUE","FALSE","C"
1030,45,3.96,4,1.01,3.9300001,"FALSE","TRUE","FALSE","TRUE","A"
1030,17,4.1300001,24,5.811,2.5799999,"FALSE","TRUE","TRUE","FALSE","B"
1040,52,3.96,26,6.566,3.28,"FALSE","TRUE","TRUE","FALSE","B"
1110,48,3.96,5,1.263,3.29,"FALSE","TRUE","TRUE","FALSE","B"
950,75,4.0100002,14,3.491,2.5,"FALSE","TRUE","TRUE","FALSE","B"
960,90,4.0100002,40,9.975,3.0599999,"FALSE","FALSE","TRUE","FALSE","B"
900,107,4.0900002,66,16.137,2.79,"FALSE","FALSE","TRUE","FALSE","B"
950,73,4.9400001,83,16.802,2.28,"FALSE","FALSE","TRUE","FALSE","C"
1040,64,4.0100002,22,5.486,2.73,"FALSE","TRUE","TRUE","FALSE","B"
1020,50,3.96,10,2.525,2.54,"FALSE","FALSE","TRUE","FALSE","B"
910,17,4.1300001,44,10.654,1.23,"FALSE","TRUE","TRUE","FALSE","D"
890,16,0.79000002,1,1.266,1.62,"FALSE","TRUE","FALSE","TRUE","C"
1200,50,2.75,10,3.636,3.3800001,"FALSE","FALSE","TRUE","FALSE","B"
780,14,3.2,38,11.875,1.92,"FALSE","TRUE","TRUE","FALSE","C"
950,17,3.2,9,2.812,2.8800001,"FALSE","TRUE","TRUE","FALSE","B"
950,17,2.76,3,1.087,2.9400001,"FALSE","TRUE","FALSE","TRUE","B"
730,65,2.76,35,12.681,2.52,"FALSE","FALSE","FALSE","TRUE","B"
880,13,3.2,14,4.375,2.6099999,"FALSE","TRUE","TRUE","FALSE","B"
1280,81,2.76,3,1.087,3.3199999,"FALSE","FALSE","TRUE","FALSE","B"
1100,71,3.8,98,25.789,2.46,"FALSE","FALSE","TRUE","FALSE","C"
890,70,1.0599999,14,13.208,2.47,"FALSE","FALSE","TRUE","FALSE","C"
1110,46,1.02,14,13.725,1.95,"FALSE","TRUE","FALSE","FALSE","C"
1130,65,1.03,4,3.883,3.3299999,"FALSE","FALSE","TRUE","FALSE","B"
920,75,1.03,11,10.68,3.3599999,"FALSE","FALSE","TRUE","FALSE","B"
1120,17,3.05,18,5.902,3.1700001,"FALSE","FALSE","FALSE","FALSE","B"
1070,44,2.7,41,15.185,2.3800001,"FALSE","FALSE","TRUE","FALSE","C"
1180,13,2.7,3,1.111,2.3,"FALSE","FALSE","FALSE","FALSE","C"
1140,84,3.25,10,3.077,3.0999999,"FALSE","FALSE","FALSE","FALSE","B"
870,41,2.7,44,16.296,2.48,"FALSE","TRUE","TRUE","FALSE","C"
1210,88,3.25,13,4,2.9400001,"FALSE","FALSE","TRUE","FALSE","B"
1090,72,3.5,27,7.714,3.04,"FALSE","FALSE","TRUE","FALSE","B"
990,75,3.25,8,2.462,2.78,"FALSE","FALSE","FALSE","FALSE","B"
1110,51,3.6800001,16,4.348,2.74,"FALSE","TRUE","FALSE","FALSE","B"
940,115,2.6099999,40,15.326,2.3699999,"FALSE","TRUE","TRUE","FALSE","C"
1150,45,3.6800001,6,1.63,3.6400001,"FALSE","FALSE","TRUE","FALSE","A"
1000,17,3.5799999,11,3.073,3.1700001,"FALSE","FALSE","TRUE","FALSE","B"
980,83,2.6099999,7,2.682,2.8499999,"FALSE","FALSE","TRUE","FALSE","B"
930,14,3.5799999,42,11.732,2.6400001,"FALSE","TRUE","FALSE","FALSE","B"
1150,17,3.5799999,3,0.838,2.9400001,"FALSE","FALSE","FALSE","FALSE","B"
860,13,3.5799999,108,30.168,2.0699999,"FALSE","TRUE","TRUE","FALSE","C"
910,15,0.89999998,15,16.667,2.3299999,"FALSE","FALSE","TRUE","FALSE","C"
960,14,0.91000003,20,21.978,0.63999999,"FALSE","FALSE","TRUE","FALSE","D"
900,13,1.98,66,33.333,0.92000002,"FALSE","TRUE","TRUE","FALSE","D"
1250,113,2.26,4,1.77,3.23,"FALSE","TRUE","TRUE","FALSE","B"
1180,50,2.1900001,8,3.653,3.26,"FALSE","FALSE","TRUE","FALSE","B"
860,84,2.23,26,11.659,2.0699999,"FALSE","FALSE","TRUE","FALSE","C"
1050,33,2.1900001,2,0.913,4,"FALSE","TRUE","TRUE","FALSE","A"
1010,17,1.98,10,5.051,3,"FALSE","FALSE","TRUE","FALSE","B"
1190,15,1.98,3,1.515,2.3299999,"FALSE","TRUE","TRUE","FALSE","C"
1020,40,2.1900001,14,6.393,2.77,"FALSE","FALSE","TRUE","FALSE","B"
1290,49,2.1900001,6,2.74,2.9300001,"FALSE","FALSE","TRUE","FALSE","B"
910,118,2.26,69,30.531,2.3800001,"FALSE","TRUE","TRUE","FALSE","C"
1210,17,1.98,1,0.505,3.8199999,"FALSE","FALSE","TRUE","FALSE","A"
990,100,2.26,57,25.221,2.4300001,"FALSE","FALSE","TRUE","FALSE","C"
970,107,2.26,58,25.664,2.0699999,"FALSE","FALSE","TRUE","FALSE","C"
940,112,2.26,35,15.487,2.25,"FALSE","TRUE","TRUE","FALSE","C"
1310,47,2.1900001,4,1.826,3.9300001,"FALSE","FALSE","TRUE","FALSE","A"
1000,16,1.98,24,12.121,2.1800001,"FALSE","TRUE","TRUE","FALSE","C"
1060,45,2.1900001,18,8.219,2.3299999,"FALSE","TRUE","TRUE","FALSE","C"
1000,81,2.23,77,34.529,2.03,"FALSE","FALSE","TRUE","FALSE","C"
1010,119,2.26,12,5.31,3.3499999,"FALSE","TRUE","TRUE","FALSE","B"
950,79,2.23,21,9.417,2.6900001,"FALSE","TRUE","TRUE","FALSE","B"
1080,46,1.12,35,31.25,2.97,"FALSE","FALSE","TRUE","FALSE","B"
920,51,1.95,27,13.846,1.74,"FALSE","TRUE","FALSE","TRUE","C"
1220,15,2,9,4.5,2.46,"FALSE","FALSE","TRUE","FALSE","C"
1040,122,1.92,7,3.646,3.1400001,"FALSE","TRUE","TRUE","FALSE","B"
880,81,1.77,3,1.695,2.49,"FALSE","TRUE","TRUE","FALSE","C"
850,118,1.92,16,8.333,1.92,"FALSE","FALSE","TRUE","FALSE","C"
910,80,1.77,18,10.169,2.76,"FALSE","FALSE","FALSE","TRUE","B"
1170,59,2.3,13,5.652,2.6099999,"TRUE","FALSE","TRUE","FALSE","B"
1150,15,2,2,1,3.0599999,"FALSE","TRUE","FALSE","TRUE","B"
990,16,2,23,11.5,2.1199999,"FALSE","FALSE","TRUE","FALSE","C"
1000,11,2,9,4.5,2.72,"FALSE","TRUE","TRUE","FALSE","B"
1050,132,0.1,1,10,2.8900001,"FALSE","TRUE","TRUE","FALSE","B"
1160,15,0.1,6,60,1.73,"FALSE","FALSE","TRUE","FALSE","C"
1150,126,0.1,6,60,3.1500001,"FALSE","FALSE","TRUE","FALSE","B"
1030,11,0.1,7,70,2.72,"FALSE","FALSE","TRUE","FALSE","B"
820,47,2.0899999,49,23.445,1.91,"FALSE","TRUE","TRUE","FALSE","C"
1140,136,2.4000001,32,13.333,2.1800001,"FALSE","TRUE","TRUE","FALSE","C"
1140,16,2.1900001,11,5.023,4,"FALSE","TRUE","TRUE","FALSE","A"
980,100,2.2,56,25.455,3.1600001,"FALSE","TRUE","TRUE","FALSE","B"
1130,42,2.0899999,39,18.66,3.45,"FALSE","FALSE","TRUE","FALSE","B"
1010,114,2.4000001,12,5,3.1400001,"FALSE","TRUE","TRUE","FALSE","B"
1080,85,2.2,11,5,3.5,"FALSE","TRUE","TRUE","FALSE","A"
960,39,2.24,17,7.589,2.3,"FALSE","TRUE","TRUE","FALSE","C"
1020,48,2.0899999,20,9.569,3.0799999,"FALSE","TRUE","TRUE","FALSE","B"
880,44,2.0899999,58,27.751,2.54,"FALSE","TRUE","TRUE","FALSE","B"
970,17,2.1900001,12,5.479,3.23,"FALSE","FALSE","TRUE","FALSE","B"
830,79,2.2,17,7.727,2.6900001,"FALSE","TRUE","TRUE","FALSE","B"
1300,81,2.2,6,2.727,3.24,"FALSE","TRUE","TRUE","FALSE","B"
980,76,2.2,47,21.364,2.6700001,"FALSE","TRUE","TRUE","FALSE","B"
1220,85,2.2,39,17.727,2.21,"FALSE","FALSE","TRUE","FALSE","C"
940,90,2.4000001,77,32.083,1.8,"FALSE","TRUE","TRUE","FALSE","C"
1120,14,2.1900001,46,21.005,2.78,"FALSE","TRUE","TRUE","FALSE","B"
970,80,2.2,72,32.727,2.3800001,"FALSE","TRUE","TRUE","FALSE","C"
1090,88,2.4000001,62,25.833,2.25,"FALSE","FALSE","TRUE","FALSE","C"
1090,10,2.2,78,35.455,1.6,"FALSE","FALSE","TRUE","FALSE","C"
1150,64,2.2,61,27.727,3.01,"FALSE","FALSE","TRUE","FALSE","B"
950,75,2.2,51,23.182,1.85,"FALSE","TRUE","TRUE","FALSE","C"
1040,57,2.4000001,44,18.333,1.45,"FALSE","FALSE","TRUE","FALSE","D"
1290,14,2.1900001,2,0.913,4,"FALSE","TRUE","TRUE","FALSE","A"
1080,107,2.4000001,38,15.833,2.76,"FALSE","TRUE","TRUE","FALSE","B"
1250,16,2.1900001,4,1.826,3.4300001,"FALSE","TRUE","TRUE","FALSE","B"
810,64,2.0899999,21,10.048,3.3099999,"FALSE","TRUE","FALSE","TRUE","B"
980,15,1.91,36,18.848,2.4000001,"FALSE","TRUE","TRUE","FALSE","C"
700,14,1.91,124,64.921,1.28,"TRUE","FALSE","FALSE","TRUE","D"
1030,47,2.1099999,41,19.431,2.27,"FALSE","FALSE","TRUE","FALSE","C"
950,39,2.1099999,79,37.441,2.0699999,"FALSE","FALSE","TRUE","FALSE","C"
970,16,1.91,20,10.471,2.4300001,"FALSE","FALSE","TRUE","FALSE","C"
1070,16,1.91,16,8.377,2.25,"FALSE","FALSE","TRUE","FALSE","C"
1050,88,1.73,8,4.624,1.79,"FALSE","TRUE","TRUE","FALSE","C"
1030,16,1.91,37,19.372,1.1799999,"FALSE","FALSE","FALSE","TRUE","D"
1180,48,2.1099999,14,6.635,3.5999999,"FALSE","FALSE","FALSE","FALSE","A"
930,11,1.91,50,26.178,2.54,"FALSE","TRUE","TRUE","FALSE","B"
1280,17,1.91,1,0.524,3.05,"FALSE","FALSE","TRUE","FALSE","B"
990,60,2.1099999,53,25.118,2.8099999,"FALSE","TRUE","TRUE","FALSE","B"
1330,49,2.1099999,3,1.422,3.8499999,"FALSE","FALSE","TRUE","FALSE","A"
880,11,1.91,53,27.749,1.36,"FALSE","FALSE","TRUE","FALSE","D"
1140,65,2.1099999,4,1.896,3.47,"FALSE","FALSE","TRUE","FALSE","B"
850,120,1.2,26,21.667,2.6700001,"FALSE","FALSE","TRUE","FALSE","B"
1060,122,1.2,2,1.667,2.3499999,"FALSE","TRUE","TRUE","FALSE","C"
1030,48,0.36000001,8,22.222,2.3499999,"FALSE","FALSE","TRUE","FALSE","C"
960,52,0.36000001,6,16.667,2.8599999,"FALSE","TRUE","TRUE","FALSE","B"
990,37,0.36000001,18,50,2.6199999,"FALSE","FALSE","TRUE","FALSE","B"
980,114,0.23,5,21.739,3.22,"FALSE","FALSE","TRUE","FALSE","B"
1030,65,0.25,12,48,2.3800001,"FALSE","FALSE","TRUE","FALSE","C"
940,44,0.36000001,11,30.556,2.77,"FALSE","TRUE","TRUE","FALSE","B"
1230,88,0.33000001,3,9.091,2.8499999,"FALSE","TRUE","TRUE","FALSE","B"
1120,43,0.36000001,8,22.222,2.3,"FALSE","FALSE","TRUE","FALSE","C"
1020,110,0.23,8,34.783,3,"FALSE","TRUE","TRUE","FALSE","B"
1110,128,1.76,3,1.705,3.6400001,"FALSE","FALSE","TRUE","FALSE","A"
1340,46,1.25,3,2.4,2.28,"FALSE","FALSE","TRUE","FALSE","C"
950,80,1.76,14,7.955,2.9100001,"FALSE","TRUE","TRUE","FALSE","B"
1100,88,1.21,8,6.612,2.6500001,"FALSE","TRUE","TRUE","FALSE","B"
1000,13,0.37,21,56.757,1.6900001,"FALSE","FALSE","TRUE","FALSE","C"
1240,52,0.40000001,1,2.5,3.8399999,"FALSE","FALSE","TRUE","FALSE","A"
1000,46,0.40000001,9,22.5,2.5599999,"FALSE","FALSE","TRUE","FALSE","B"
1020,129,0.38999999,12,30.769,2.5,"FALSE","FALSE","TRUE","FALSE","B"
1010,111,2.76,46,16.667,3.1800001,"FALSE","TRUE","TRUE","FALSE","B"
980,12,3.24,41,12.654,2.75,"FALSE","TRUE","TRUE","FALSE","B"
860,15,3.24,78,24.074,3,"FALSE","TRUE","TRUE","FALSE","B"
1020,106,2.76,15,5.435,3.3599999,"FALSE","FALSE","TRUE","FALSE","B"
990,48,2.3800001,59,24.79,2.27,"FALSE","TRUE","TRUE","FALSE","C"
910,40,2.3800001,73,30.672,2.72,"FALSE","FALSE","TRUE","FALSE","B"
1130,116,2.76,85,30.797,2.6500001,"FALSE","FALSE","TRUE","FALSE","B"
930,119,2.76,64,23.188,2.3099999,"FALSE","TRUE","TRUE","FALSE","C"
1170,18,3.24,67,20.679,2.6600001,"FALSE","FALSE","TRUE","FALSE","B"
1020,14,3.24,193,59.568,3,"FALSE","FALSE","TRUE","FALSE","B"
1080,92,2.76,9,3.261,3.9300001,"FALSE","FALSE","TRUE","FALSE","A"
960,16,3.24,125,38.58,1.8099999,"FALSE","FALSE","TRUE","FALSE","C"
810,15,3.24,105,32.407,0.86000001,"FALSE","FALSE","TRUE","FALSE","D"
810,117,2.76,104,37.681,2.1099999,"FALSE","TRUE","FALSE","TRUE","C"
880,16,3.24,34,10.494,2.5,"FALSE","TRUE","TRUE","FALSE","B"
1190,76,2.8299999,8,2.827,3.4300001,"FALSE","FALSE","TRUE","FALSE","B"
1160,124,2.76,37,13.406,2.7,"FALSE","FALSE","TRUE","FALSE","B"
950,99,2.76,31,11.232,2.3199999,"FALSE","FALSE","TRUE","FALSE","C"
1080,11,3.24,16,4.938,3.27,"FALSE","TRUE","TRUE","FALSE","B"
1020,15,3.24,236,72.84,2.3299999,"FALSE","FALSE","TRUE","FALSE","C"
1170,50,2.3800001,8,3.361,3.24,"FALSE","TRUE","TRUE","FALSE","B"
900,104,2.76,106,38.406,2.51,"FALSE","TRUE","TRUE","FALSE","B"
1180,12,3.24,37,11.42,3.1600001,"FALSE","FALSE","TRUE","FALSE","B"
1150,18,3.23,18,5.573,3.1600001,"FALSE","TRUE","TRUE","FALSE","B"
1270,16,3.24,142,43.827,2,"FALSE","FALSE","TRUE","FALSE","C"
1090,13,3.24,149,45.988,1.15,"FALSE","FALSE","TRUE","FALSE","D"
1050,16,3.24,80,24.691,0.87,"FALSE","FALSE","TRUE","FALSE","D"
1170,45,2.3800001,5,2.101,3.9100001,"FALSE","TRUE","TRUE","FALSE","A"
1050,11,3.24,111,34.259,2.6300001,"FALSE","TRUE","TRUE","FALSE","B"
1080,49,2.3800001,44,18.487,3.3199999,"FALSE","TRUE","TRUE","FALSE","B"
1140,119,2.76,20,7.246,2.9000001,"FALSE","FALSE","TRUE","FALSE","B"
1010,13,2.3599999,77,32.627,2.76,"FALSE","TRUE","TRUE","FALSE","B"
1110,14,3.22,5,1.553,3.5699999,"FALSE","FALSE","TRUE","FALSE","A"
1010,43,2.3800001,24,10.084,2.2,"FALSE","FALSE","FALSE","TRUE","C"
1290,17,3.24,6,1.852,3.8199999,"FALSE","FALSE","TRUE","FALSE","A"
1030,44,2.3800001,95,39.916,1.9,"FALSE","FALSE","TRUE","FALSE","C"
1250,17,3.24,20,6.173,2.1099999,"FALSE","FALSE","TRUE","FALSE","C"
1110,59,2.3800001,67,28.151,1.91,"FALSE","FALSE","TRUE","FALSE","C"
1060,51,2.3800001,19,7.983,3.1900001,"FALSE","FALSE","TRUE","FALSE","B"
1070,78,2.8299999,10,3.534,3.29,"FALSE","TRUE","TRUE","FALSE","B"
890,47,0.12,2,16.667,2.8199999,"FALSE","TRUE","TRUE","FALSE","B"
910,119,0.1,1,10,3.3299999,"FALSE","TRUE","TRUE","FALSE","B"
1130,17,0.12,3,25,2.4100001,"FALSE","FALSE","TRUE","FALSE","C"
1020,59,0.11,4,36.364,2.6199999,"FALSE","FALSE","TRUE","FALSE","B"
1240,61,5.7399998,14,2.439,2.8299999,"FALSE","FALSE","TRUE","FALSE","B"
900,42,5.5599999,88,15.827,1.88,"FALSE","TRUE","TRUE","FALSE","C"
900,48,5.5599999,34,6.115,2.52,"FALSE","TRUE","TRUE","FALSE","B"
860,19,5.7399998,195,33.972,2.05,"FALSE","FALSE","TRUE","FALSE","C"
950,14,5.2600002,134,25.475,2.4200001,"FALSE","TRUE","TRUE","FALSE","C"
1160,51,5.0300002,60,11.928,2.3499999,"FALSE","FALSE","TRUE","FALSE","C"
1140,73,5.0300002,55,10.934,2.1500001,"FALSE","FALSE","TRUE","FALSE","C"
1010,78,5.0300002,73,14.513,1.96,"FALSE","TRUE","FALSE","TRUE","C"
990,40,5.5599999,195,35.072,1.77,"FALSE","FALSE","FALSE","FALSE","C"
1120,13,5.2600002,61,11.597,2,"FALSE","FALSE","TRUE","FALSE","C"
1070,17,5.2600002,46,8.745,2.6400001,"FALSE","FALSE","TRUE","FALSE","B"
1020,15,5.2600002,78,14.829,1.2,"FALSE","TRUE","TRUE","FALSE","D"
1030,48,5.5599999,163,29.317,1.75,"FALSE","FALSE","TRUE","FALSE","C"
990,16,5.2600002,52,9.886,2.75,"FALSE","TRUE","TRUE","FALSE","B"
930,49,5.5599999,76,13.669,2.4200001,"FALSE","FALSE","TRUE","FALSE","C"
790,47,5.5599999,51,9.173,2.3099999,"FALSE","TRUE","TRUE","FALSE","C"
1090,19,5.2600002,16,3.042,3.6300001,"FALSE","TRUE","TRUE","FALSE","A"
1020,114,5.3899999,53,9.833,2.5899999,"FALSE","TRUE","TRUE","FALSE","B"
1220,56,5.5599999,36,6.475,2.9100001,"FALSE","TRUE","TRUE","FALSE","B"
1010,106,5.3899999,217,40.26,2.52,"FALSE","FALSE","TRUE","FALSE","B"
1090,18,5.2600002,125,23.764,1.61,"FALSE","FALSE","TRUE","FALSE","C"
900,15,5.2600002,173,32.89,0.80000001,"FALSE","FALSE","TRUE","FALSE","D"
1120,45,5.3800001,128,23.792,1.77,"FALSE","FALSE","TRUE","FALSE","C"
950,15,5.2600002,125,23.764,1,"FALSE","FALSE","TRUE","FALSE","D"
790,15,5.5599999,176,31.655,2.5999999,"FALSE","FALSE","TRUE","FALSE","B"
1130,116,5.3899999,32,5.937,3.1099999,"FALSE","FALSE","TRUE","FALSE","B"
1080,110,5.3899999,152,28.2,2.3699999,"TRUE","FALSE","TRUE","FALSE","C"
1140,13,5.2600002,76,14.449,2.46,"FALSE","FALSE","TRUE","FALSE","C"
970,87,5.3899999,171,31.725,2.29,"FALSE","FALSE","TRUE","FALSE","C"
980,17,5.2600002,18,3.422,3.23,"FALSE","TRUE","TRUE","FALSE","B"
970,15,5.2600002,23,4.373,2.6600001,"FALSE","TRUE","TRUE","FALSE","B"
930,95,5.3899999,109,20.223,2.0599999,"FALSE","FALSE","TRUE","FALSE","C"
820,15,5.2600002,160,30.418,2.1300001,"TRUE","TRUE","FALSE","TRUE","C"
1220,56,5.0300002,59,11.73,2.6400001,"FALSE","FALSE","TRUE","FALSE","B"
1100,68,5.0300002,88,17.495,2.5,"FALSE","FALSE","TRUE","FALSE","B"
1170,17,5.7399998,24,4.181,2.7,"FALSE","FALSE","TRUE","FALSE","B"
1040,111,5.3899999,47,8.72,2.03,"FALSE","TRUE","TRUE","FALSE","C"
1140,14,5.2600002,140,26.616,0.28,"FALSE","FALSE","TRUE","FALSE","D"
890,74,5.0300002,66,13.121,2.1600001,"FALSE","FALSE","TRUE","FALSE","C"
